@relation sentiment-of-kitapyurdu-comments
@attribute comment string
@attribute sentiment {positive,negative}

@data
"kepaze bi sitedir kendileri. son kepazelikleri ise sikayet maillerine donmemekle birlikte telefonlarini gun boyu mesgulde tutmak. tam 1 ay boyunca siparis ettigim kitabin gelmesini bekledim biri tedarik edilemedigi icin ha bugun ha yarin gelir dedim konu ile ilgili mail attim donmediler aradim cikan yok eh be dedim siparisi boldum siparis boldugum icin 2 kargo fiyati birden odedim. kitaplardan biri dun geldi ikinci kitap ise az once. allah belanizi versin diyor saygilar sunuyorum.", negative
"ayni gun icinde tedarik edilebilecegi soylenen kitabin 3 gunde tedarik edilemedigi site. daha bunun gondermesi var bir de. hizli demislerdi yamuk yapmaz demislerdi; hayal kirikligina ugradim.", negative
"ilk d&rdan sonra da idefixden siparis edip hasarli elime ulasinca geri gonderdigim ilk yenisiyle degistirelim deyip sonra stoklarda kalmadi gerekcesiyle ucretini geri aldigim kitabi son care siparis ettigim internet sitesi. d&rdan ve idefixden ucuz olmasina ragmen kitap tamamen hasarsiz jelatininde geldi. hem kaliteli hem de her yerde olmayan kitaplari barindiran arsiviyle su an gozumde yeri ayridir.", negative
"on (10) gun once vermis oldugum siparisi hala daha sevk edemeyen sey.  bir de tedarik edemedikleri kitaplari sitelerinde yok diye belirtseler tatlarindan yenmez. zira artik bu son siparis dedikten sonra 3. hediye cekini kullanmak zorunda kaliyor insan.", negative
"site tasarimi bok gibi olabilir ancak 7 senede verdigim sayisiz sipariste bugune dek ciddi problem yasatmayan sitedir. basimi hatali gelen 1-2 kitabi ucretsiz olarak geri alip yenisini hemen gonderen  siparislerin yanina bazen kahve koyup jest yapan site. bana ozel ufak indirimleri ile daha da cazip geliyor.su salaktasarimina o kadar alistim ki  degistirseler yenisine uyum saglamakta zorlanirim herhalde.", positive
"eski bir site oldugu icin yillarca buradan alisveris yapmis her yastan insanin  kullanim aliskanligini etkilememek icin yeni bir internet sitesi yapmaktan imtina ediyorlar sanirim. ara yuzunu degistirip eski islevselligini kaybeden bir suru kurumsal internet sitesi var sonucta. ayrica bunca alisveris yapip hic sorun yasamadigim bir hukukmarket bir dekitapyurdu vardir.ozellikle kitapyurdu kitapla ozdestir benim icin.", positive
"bu siteyi nedense cok seviyorum. her kitap hakkinda en az 1-2 yorum olmasi kargonun ucuz olmasi satin alininca kargoyu odeyen anahtarliklar  kitaplarin ucuz olmasi guzel ama banka karti kabul etmeyisi insani idefixe yonlendiriyor.", positive
"kendimi bildim bileli buradan kitap alirim. alinan kitaplarla bir indirim sistemine dahil olunuyor ve daha da aldikca indirim miktari artiyor sonraki alimlarda. bugun sunu farkettim buradan aldigim 100 liralik son siparisimi normal bir kitapcidan ancak 130 liraya alabiliyorum ve ustelik sadece birikmis puanlarimla aldigim 16 liralik birkitap da dahildegil buna.kisacasi kitap almakicin en ideal yerdir kitapyurdu.", positive
"yillardir internetten alisveris yaparim gerek kitap gerek elektronik olsun  bu adamlar kadar ciddi calisan firmayi az gordum. 2 gun once gece 4 kitap siparisi verdim bugun bi bakayim siparis takibine dedim de adamlar sabah kitaplari hazir edip kargoya vermisler bile. hayir kitaplar da oyle cok bulunan kitaplar olmadigi icin bi haftabeklemeye raziiken(alirken bekleme suresinin 7gun oldugu yaziyordu zaten) ayni gun icerisinde kargolamalari islerinde ne kadar ciddi oldugunu gosteriyor bence. haa birde o site tasariminizi degistirmek gibi bir sacmalik yapmayin  biz kitapseverler sizi nostaljik halinizle seviyoruz biline.", positive
"yorum ve yildizlamalardan puan kazanildigini ogrendim  onceden satin aldigim kitaplara bir suru yorum yapiyorum simdi. puan demek kitap demek  kitap demek puan demek. gozum dondu  hipnotize oldum.yildiz: 10 puan yorum: 20 puan kitaplarin kendisinden de puanli. hobarey.", positive
"3 martta vermis oldugum siparis  5 martta bulundugum ile ulasmis olup kargonun azizligi yuzunden bugun elime ulasmistir.kargonun paketlenis sekli hosuma gittigini belirtmeliyim. ve yillardir internetten kitap alan birisi olarak ilk defa kitaplarimin yaninda ayrac ve 1 adet cafe crown gelmistir. bence cok ince bir dusunus seklidir. artik internetteki kitap adreslerimden biriolmustur. sikintisiz ve sorunsuz bir siparis tamamlamis bulunmaktayim. ilginenlere duyururum. idefixe gore hizli hepsiburadaya gore ucuz.", positive
"15/06/2014 tarihinde verdigim siparisi tedarik + ucretsiz kargo seklinde bugun evime ulastiran site. ilk siparisim ve oldukca memnun kaldim.", positive
"reklamini cok begendigim arada kendimi reklam sarkisini soylerken kafami dairesel hareketlerle sallarken yakaladigim kitapci. ancak soyle bir gariplik var. reklami kardesime gostermek icin bulayim dedim ama hic bir yerde bulamadim. bulan suserler yesillendirsin.", positive
"bugun ithaki yayinlarinda %30 indirim yapan kitapci. tolkienin serisini yapayim  edgar allen poenun butun eserlerini okuyayim  jules vernein butun eserleri elimin altinda bulunsun diyenlerdenseniz kacirilmayacak bir firsat.", positive
"son siparisimi 2 gunde yollayan ve cafe crown 2si 1 arada hediyesiyle mutlu eden site. 4 senedir bu siteden alisveris yapiyorum  simdiye kadar boyle hiz gormedim.", positive
"internetten alisveris yapmaya alisik biri olmadigim icin tereddutle  bir nevi deneme amacli bu siteden kitap siparis ettim. sagolsunlar utandirmadilar  dun siparis ettigim kitabi bugun eve geldigimde odamda buldum. ustelik kitabin ustune bir paket cafe crown da koymuslar. kisacasi aksam aksam tebessum ettiren hizli ve guvenilir site.", positive
"siirimden sonra kitaplarla birlikte nescafe ikisi bir arada gondermisler. eyvallah.", positive
"giris yapildiginda windows 98li kutuphane bilgisayarini kullaniyormus hissi veren canimiz kitap sitemiz.", positive
"haftasonu verdigim siparisi carsamba gunu elime ulastirdilar. paketin icinden bir adet cafe crown cikinca gereksiz bir mutluluk olustu. guzel bir ayrinti.", positive
"7 yildir kullandigim ve hizmetlerinden memnun kaldigim site.tabi bir kitap siparis edipte 3-4 gun beklettikten sonra -stoklarda yok- demesi biraz uzucu ama anlayisla karsiliyorum.ayrica bir kampanya sirasinda o yayinevinden aldigim her kitap icin deniz ulke ariboganin bir kitabi hediye veriliyordu. toplamda4 tane kitabi hediyeolmasi gerekirken o kitapyokmus deyip hediyemi pic ettiler.unutma  unutturma.", positive
"ilk siparisimi iki gun once verdigim ve kitaplarimi bugun bana ulastirmis sitedir. internet sayfalarinin tasarimi kotu olsa bile fiyat  hiz ve paketlemenin guzelligi nedeniyle bundan sonraki alisverislerimde de tercih edecegim kitapci. uzun zamandir ilk defa internet uzerinden aldigim kitaplarim korunaklibir paket icinde geldi. ayraclar da cabasi.", positive
"dun 14:00da aldigim kitabi  bugun 13:00da evime ulastiran site. kargo ve kitap kombinasyonuna gore gecikmeler yasaniyor sanirim. kendim yola koyulup almaya kalksam bu tembelligimle anca bu saatte alabilirdim zaten.", positive
"bugune dek hicbir sorun yasamadigim sitedir. solda ismini gorunce gecmise bir bakayim dedim  bu siteden 8 adet kitap almisim  fiyatlari da gayet uygunmus. hatta ikisine kargo ucreti odememistim oyle hatirliyorum. genelde alisveris sitelerini ve tarzlarini degistirmeyen bir adamim  o yuzden oyle gorunuyor ki daha uzun sure kullanacagim siteolacaktir.", positive
"12sinde siparis verdim  siparisten sonra eksiye ve sikayetvara bakip yikildim  bir bardak soguk su ictikten sonra gunluk hayatima dondum.bugun gelen mailde  kargoya verildigi soyleniyor. kargo sitesinde de adima bir kayit var. sanirim yola cikti. kismet.", positive
"bir kez daha aci bir tecrubeyle anladim ki gerekirse kitap basi 3-5 tl fazla ver git baska yerden al. bu kadar net. ayni gun teslim edeceklerini soyledikleri urun 3 gundur hazirlanmamis bile. hala eski amatorlugu devam ediyor. ulan daha dunku kitap siteleri bile bunlardan daha profesyonel calisiyorrlar. kitapdenizi.comun tassagini yiyim ben.", negative
"kasimin 11inde verdigim siparis daha bugun elime ulasti. ulan 1 ay.. bbiiiirrrrrr ayyyyyy. dile kolay lan. bu nasil bir hizmet anlayisi nasil bir ticaret ahlaki arkadas. bir daha da yollarindan gecmem. kimseye de onermiyorum. hata etmeyin d&r idefix ve hepsiburada.comdan sasmayin.", negative
"bir daha kesinlikle alisveris yapmayacagim sitedir. pazartesi sabahi 08:45te siprais ettigim kitabi persembe 09:06 itibariyle birakin kargoya vermeyi gondermeyi daha temin bile edememistir kendisi. aradigim kitap da nick cavein ve esek melegi gordu kitabi. hani yok husserl wittgenstein tarzi bir sey olsa icim gam yemeyecek. 34 liralik kitabi gercekten guzel bir indirimle 22 lira gibi fiyatla bana satmisti. ama o kitap benim elime gecmemisse -ki uc koca gun gecmis ve sen hala tedarik edememissin ki bunun kargosu var sevkiyati var- kusura bakma sen iyi bir satis sitesi degilsin olamazsin. yil 2014 olmus ebayden urunlerim en gec 7-8 gun aliexpressten -uzakdogudan- 10 gun icinde geliyor; sen bana yeni tasindigin yerden istanbulun gobeginden mecidiyekoye bu kitabi uc gunde (ki uc gun gercekten abarti bir sure artik) gonderemiyorsan gecmis olsun. e-ticaret harciniz degilse o ise kalkismayacaksiniz kardesim.uyeligimi de iptal ettiriyorum para kartima gecildigi bilgisi gelir gelmez. zira muadili onlarca site var kitapyurdunun. kitapdenizini idefixi gectim; nadirkitap bile senden kat be kat hizli. kusura bakma benim memnuniyetim yaptigin o 11-12 liralik indirimden daha onemli.agizdan agiza pazarlama onemli bir kavram. adamlarin ekmek parasina el uzatmak degil niyetim ama ben bu siteyi onermiyorum. bir musteriden ne olur diye dusunebilirler ama kaybettiler iste bir musterisini. cok cok daha iyi siteler var en azindan senkronik olarak sizi bilgilendiriyorlar; kitabi temin ettik kargoya verdik ya da kitabi bulamadik diye. evvelki siparislerimde de urun elime gecerdi bes gun sonra mail gelirdi kitapyurdundan: urununuz kargoya verilmistir diye.kendilerine onerim pazarlama departmanina yatirim yapmalari. zira buradan kitap alanlar bizim gibi adamlar.", negative
"bu sabah tek kitaplik siparisimi arka kapagi mavi tukenmez kalemle karalanmis sekilde teslim eden kitap saticisi.benim kor oldugumu ve bu karalamayi gormeyecegimi dusunmus olmalilar ki bile bile gondermisler. neyse ki piyasada cok sayida kitap sitesi var. bunlari cekmek mecburiyetinde degiliz.", negative
"siparis verirken 24 saat yazan sey ben siparis verince 3-4 gun oluyor ne yapayim ben boyle siparisi.", negative
"kitapyurdu.comdan bir daha e-posta gelmesini istemiyorsaniz remove@kitapyurdu.com adresine bos bir e-posta atmaniz yeterlidir ibaresine inanarak defalarca bos e-posta attigim ama her defasinda yine spam e-postalarina maruz kaldigim rahatsiz eden kitap satis sitesi.", negative
"kesinlikle musteri ile iletisim diye bir bilinc ve anlayisin olmadigi site. siparisi verdigin anda parayi aliyorlar ya seninle isleri bitiyor. sen artik onlarin elindesin. bu bakimdan asiri terbiyesizler. eskiden iyiydi bu adamlar ama artik kimi nasil kaziklariz derdine dusmusler. yollari acik olmasin", negative
"istersen kitaplarda %50 indirim yapsin yine de alisveris yapmayacagim site. sirf o 2000 yilindan kalma tasarimlari yuzunden. ulan insan isine para yatirmaz mi. su tasarimini bi degistirmez mi. 7 yildir alisveris yapanlari gordukce insan daha da deli oluyor. ne bicim zevk varmis arkadas sizde.", negative
"kitap siparislerini hep gecikmeli gonderen site.", negative
"musteri hizmetleriyle yapilan gorusmede son 1-2 aydir yasanan sikintinin ana merkezlerini cagaloglundan okmeydanina tasimalari oldugunu soyleyen online kitap satis sitesi.telefondaki adamin sesi cok acikli geliyordu site editorunun her gun 5-6 bin mesaja tek tek cevap vermeye calistigini islem sirasinda 10 binin uzerinde kargonun bekledigini ancak merkezlerini tasirlarken teknolojik altyapilari kismen cokme yasadigi icin sikintilar ile karsilastiklarini anlatti.adamin sesini duyup birinci agizdan bilgi almak icimi rahatlatti cunku hakikaten 14 yildir bu isi yapan bir sitenin bir anda dolandiriciliga girismeyecegi ortada bir sikintinin oldugu belliydi. 6 aralik gunu verdigim siparis henuz elime ulasmadi ama bu mesaji yazmamin sebebi yaptigim telefon konusmasi sayesinde paketin bugun kargoya verildigi haberini almis olmam. siparisim elime ulasinca mesaji tekrar duzenleyip haber veririm.", negative
"kitaplar hakkinda yapilan olumsuz yorumlarin editorlerce uygun gorulmedigi sitedir.", negative
"4 gun once siparis ettigim kitaplari halen tedarik etmeye calisan bir baska siparis ettigim kitabi ise 6 gunde anca kargoya verebilen kitap satis sitesi. olmaz olsun sizin hizmet anlayisiniz.alisveris yapmayin arkadasim buradan baska benzer site mi yok piyasada sanki.", negative
"uyesi olup alisveris yapip mesaj bultenine maruz kaldigim onlarca site icerisinde her turlu denemelerime karsin israrla tanitim mailleri listesinden cikartmayan alisveris sitesi.", negative
"bir haftadir kitaplarimi teslim etmeyen site.aslinda kime kizacagimi da bilemiyorum kargoya mi yoksa siteye mi.kitaplarimi siparis ederken kargo ucreti de bana arti olarak girmesin diye yurtici kargoyu seciyorum dogal olarak kargomu da oradan bekliyorum. kitaplari bilerek vize oncesinde siparis ettim ki sinav stresiyle kitaplarin heyecanini unutayim. tabii gun gelip cattiginda durum oyle olmadi. tam kargomun gelecegi gun aslinda kargom gelmedi. ben de aksam siteye baktim bana tam kitaplarimin gelmesi gereken gunde kitaplarimi degil mesaj yolluyorlar; kargonuz mng kargoya sevk edilmistir. kargoya gore sahsiniza iletilmesi 2-3 gun surebilir haydaaa. e ben mngde almadim ki. o ayri bir dert kargomun gelmesi gereken gunde bana kargoya iletildi diye bi mesaj gelmesi ayri bir dert. ertesi gun oluyor mng kargodan baskalarina gelen kargolar var sahsima ait olani yok. yine yok. cumartesi gunu mng kargodan bi hanimefendi ariyor ve verdigim adresin yeterli olmadigi icin ulastiramadiklarini soyluyor. bu da bi enteresan o kadar kitap getirttim adres hic sikinti olmamisti. velhasil tarif ettim ve umarim yarin alirim artik. bugun baktim yine gelmemis malum haftasonu beklemiyorum da zaten.sonuc olarak bir haftadir kitaplarimi yollayamadiniz ya gercekten lanet olsun size. bir haftada yedi kez gidip almistim o kitaplari ben.", negative
"acilen ihtiyac duydugunuz kitaplari siparis vermenizi tavsiye etmem temin etmeleri oldukca uzun sure biliyor. bekleme iskencesi yerine 5-6 lira daha fazla para verin gidin alin benim yaptigimi yapmayin.", negative
"aldigim kitabi 2 kez yanlis gonderdiler ilkinde yanlis gelen kitapta alacaklarim listesinde oldugu icin iade etmedim. 2.kez yanlis gelince bu sefer iade ettim. yaklasik 12 gun sonra (normalde 4 gunde gelmesi gerekiyordu) dogru kitap geldi ancak kitabin icerisinde -ustune sarilmis halde- bir adet nescafe cikti muhtemelen fazladan kargo ucreti odedikleri icin hakaret maksatli bunu yaptilar. bende kendilerine yazdigim mesajda bu nescafe yi kendilerine iade edecegimi bildirdim. yarin ilk is bunu yapacagim.", negative
"kesinlikle uzak durulmasi gereken bir site. daha evvel de kitap aldigim olmustu kendilerinden. ama bu sefer isi abarttilar. aradigim kitabin baskisi su an icin yok. merak eden olursa swannlarin tarafi proustun. hasbelkader arattim ve stokta var yaziyor siteden. guzel ben de girdim aldim. ama siparisimin durumu hep hazirlaniyor olarak gosteriyor. aradim telefonlarini kapi duvar; hep mesgul. tasindik diye reklam yapiyorlar anasayfadan ama adamlara ulasmak godotu beklemekle esdeger. mail attim geri donus yok. kitabin da hicbir yerde baskisi yok bulmusken direkt atladim iste. atlamaz olaydim.kisacasi bundan cok cok daha iyi siteler var. gidin oradan alisveris yapin en azindan sizi ipleyen adamlar olacaktir.", negative
"siparis ettigim kitaplar 5 is gunu icinde teslim edilir diye taahhut edilmesine ragmen 15 is gununde teslim edildi. bu surede bircok sikayet ilettim cevap alamadim telefonlari zaten mesgul durumda. sozlukte son yazilanlari da okuyunca musterileri kaybedecek gibi duruyor olsa da ucuzluk onemli.", negative
"aman diyim uzak durun. 10 gundur kitaplarimin ulasmasini bekliyorum . herhalde bir aksaklik var diye dusunurken  soyle bir google layim dedim  herkes aylardir kitaplarinin ulasmasini bekliyor. vurgun mu yaptilar nedir.", negative
"bu aralar kesinlikle uzak durulmasi gereken web sitesidir. simdiye kadar yaptigim alisverislerde herhangi bir problem yasamamamistim fakat son siparisimi kitaplar temin edilmesine ragmen bir turlu sevk etmiyorlar. sistem problemi var bahanesi ile gecistiriyorlar. bir sure izlemek lazim.", negative
"siparislerimle birlikte gonderdikleri paketten bir de cafe crown ikisi bir arada cikmasiyla beni tebessum ettirmeyi basaran internet sitesidir.", positive
"cok kitap sitesinden alisveris yapmisligim oldu   bunlarin icinde kitapyurdu her zaman goz agrim oldu. sik sik gec gonderdigi oluyordu kitaplari ama attigim her maile donduler ve geciken kitabi bir sonraki siparise birakip mevcutlari yolladilar. kendilerine bir tesekkur borcum vardi  boyle odemis olayim.kitapyurdu 200pandora.com.tr 55rob389.com  uyelik kismina giremedim ama tahmini 54idefix (daha fazla biliyordum  eski goz agrimdi ama) 9d&r (daha fazla biliyordum ama) 8nadirkitap ise haddi hesabi yok ama bu baska bir kategori.", positive
"en ucuz ve en hizli kitap sitesi.", positive
"reklamini garip bir sekilde cok eglenceli buldugum site. ordaki solucan midir nedir o seyler kitapla bulusmanin en kolay yolu kitapyurdu.com diye dans edip kafalarini salladikca ben de arabalarin arkasindaki kafa sallayan oyuncak kopekler gibi kafa sallamaya basliyorum. ama reklamini sadece national geographic kanalinda gorebildim. keske her kanalda ciksaydi.", positive
"bi suredir kitaplarimi burdan aliyorum ve kendilerinden cok memnunum. bi sorun olunca hemen mail atiyorlar  kitaplarinizdan birini bulamadik  onu iptal edip digerlerini yollayalim mi yoksa onu da temin edip hepsini beraber mi yollayalim  ne yapalim gibi. bugun git yarin gel ekolunun bagrinda yetistigimizden boyle sorumlu tavirlara aliskin degiliz tabii  insanin hosuna gidiyor.sontahlilde benden bi sukela calisir.", positive
"su ana kadar azimsanmayacak sayida kitap almisligim olmasina ragmen herhangi bir sikintiyla karsilasmadigim  bence isini duzgun yapan kitap sitesi. bilgi kisminda yazan kitap temin sureleri ve kitabin tedarigi ile ilgili hatirladigim 2 kez problem cikti (18 siparis-yuzden fazla kitap icerisinde)  ancak kitap fiyatinin geriodemesi de sorunsuz birsekilde ayni gun ya da ertesi gun gerceklesmistir. buralari okuyorlarsa kendilerinden istegim puan ile alinabilecek kitap cesitlerini ve kitaplarin kazandirdigi puanlari artirmalari  ya da aylik/yillik siparis miktarina  maddi degerine gore farkli uyelik cesitleri getirmeleri.", positive
"isini fena degil kivaminda yapan sitedir. pazar siparis verdim bugun geldi bunda mng nin payi goz ardi edilmemeli. 5 kitap siparis ettim icine 4 adet ayrac koymuslar. bir tane de cafe crown 2 si bir arada. o ne alaka cozemedim ama sagolsunlar. acaba icip posetini ayrac yap mi demek istediler.", positive
"sanirim su ara kitap siteleri arasinda en tercih edilebilecek olani. son gunlerde hangisini arastirsam hepsine yapilan yorumlar problemli gozukuyordu. aradigim kitabi da hicbir yerde bulamadigimdan oturu en cok begenilen siteyi degil en az elestirileni secmek durumunda kaldim. kendi sansimdan midir bilmiyorum artik siparisimsadece 2 gunde geldi  icindende 2si1 arada cikti bi tane. hadi bakalim boyle devam.", positive
"20 agustos 2014te siparisini verdigim sekiz kitabi uc gunde teslim eden firmadir. bir de kitaplarin yaninda kitap okurken kahve keyfi yapmam icin bir suru kahve gondermisler. bu hos dusunceleri nedeniyle kendilerine tesekkur ederim.en azindan idefix gibi verdigim siparisleri getrmemezlik yapmadilar.", positive
"siparisimi iki gunde ulastirarak ve de kalem ve kitap ayraci hediye ederek beni cok mutlu etmis sitedir. ilk kez kitapyurdundan alisveris yaptim ve fazlasiyla memnun kaldim. fiyatlarin da uygun olmasi cabasi.", positive
"canavar gibi firmadir. 3 gun tedarik suresi verdikleri kitaplari 2 gun icerisine birakin tedarik etmeyi elime ulastirmislardir. izmirde yasadigim icin bunun 1 gununun de kargo oldugunu belirtmek isterim. en son idefixle yasadigim 20 kusur gunluk rezaletten sonra artik ulke sinirlari icinde kitapyurdundan baska online kitapsatis firmasikullanmamsanirim.not: ayrica bez cantalariniz da pek guzelmis. bir taraftan daha kalbimi kazandiniz.", positive
"yedi yildir alisveris yapiyorum. bugune kadar uc sehir degistirdim. sektirmeden hep zamaninda ve o takdir ettigim ambalajlari ile bana kitaplarimi ulastiran guzel internet sitesi. evet bazilari problem yasamis ama bana henuz ters bir durum yapmadilar.", positive
"internetten alisveris yapmayan biri olarak beni bagimlisi yapmis sitedir. zamanlamada sasmamasi da takdir edilesidir. sayelerinde bulamadigim eski kitaplarin cogunu da okuyabiliyorum.", positive
"puan katalogundaki secenekleri cogaltmis  cesidi bol  fiyatlari sapsahane olan internet sitesi. kitapyurdu.com baskili tisortleri  sapkalari  cantalari  kupalari derken evin ici kitapyurdundan sponsorluk almis gibi oldu. duzenli alisveris yapan biriyseniz disarda 30tl olan kitabi 20tl.ye alabiliyosunuz. yakinlarinda oldugum icin gun icinde bakarken begendigim kitabi hemensiparis verip kitapyurdumdan alacagim secenegini isaretliyorum ve genelde 4 5 saat icinde de tedarik edip buyrun gelin alin diye haber veriyolar. sayelerinde dukkandan alir gibi istedigim kitabi uygun fiyata alabilir oldum. yalniz bu ara biraz tedarik sikintisi cekiyolar sanirim. tedarik suresi 1 ve 0 gun olan iki siparisimin ikisi de 2. gun dolmasina ragmen gelmedi henuz. o kadari da nazar boncuklari olsun artik  yine de goz bebegim olmaya devam ediyolar. kendileriyle ciddi dusunuyorum. siparisiniz hazir  1 hafta icinde gelip alabilirsiniz seklindeki maillerini gordugumde ceyizimi alip kitapyurduma kacasim geliyo.", positive
"cuma gunu verdigim siparisi cumartesi sabah 9:30 da ulastiran site. ustelik kitaplarin birinde temin suresi iki gun yaziyordu.bu vesile ile kendilerine ve surat kargo ya tesekkur edelim ki  elestirdigimiz zaman arkamizdan hic bir seyi begenmeyen eksici demesinler.", positive
"kitap satin aldiktan sonra e mail kutumu doldurmasi yetmezmis gibi hergun 3-5 tane yenisini yollamakta. yaw arkadas hangi kitabi alacagimi ben zaten biliyorum. durmadan niye haftanin kitabi ayin kitabi diye mail atiyorsunuz cildirttiniz aq.", negative
"2 gundur kendileriyle 3 mail seklinde iletisim kurdugum firma. ilk mailimde ziraat bankasi icin ibaniniz var ama atmden yatirmaktan baska secenegim olmadigi icin hesap numaranizi verir misiniz dedim. tum bankalarin ibanlari ve bazilarinin hesap numaralariyla geri donus yapmislar. daha sonra atmde malesef ki hesap no istiyor diyip internet bankaciligi icin subeye gidip ozellikle havale icin imza atmam gerektigini soyledigimde iban ile yapiliyor cevabi aldim. iban cozucu ile kendi imkanlarimla internetten hesap numaralarini ogrendigimi dusunuyorum aksam bir deneyecegim bakalim.", negative
"uzun zamandir girmiyordum sitesine. bence su siteyi bi yenilemeliler. o kadar karmasik bi goruntusu var ki yan tarafta surekli reklami donen kitaplar falan resmen bunaltti ve daha ferah bir kitap sitesine girip kitap almak uzere ciktim.", negative
"bu aralar personeli sikintili sanirim. ocagin birinde siparis verdim. siparis takipine baktigimda bir urunum temin edilemedi olarak gorunurken tam bir hafta sonra tum urunler bana gonderildi. urunler bana ulastiktan sonra br urunumun temin edilemedigi icin ozur para iadesi yapalim vs dedikleri mail geldi. dedim ki butun urunler eksiksiz olarak bana ulasti haberiniz olsun. buraya kadar tamam. iki uc gun sonra .no lu siparisinize ait . tl (siparisimin toplam tutari) kredi kartiniza iade edilmistir diye bir mail daha geldi. urunlerin hepsi geldi bunlar bana hepsinin parasini geri yolladi. arayacagim bugun bakalim", negative
"eskiden hic sorun yasamazdim. simdi ulasmaya calisiyorum temin ettikleri kitabi 3 gundur bekletiyorlar. ulasamiyorum terkedip gitmisler herhalde dukkani. halen ses yok ne maile cevap veriyorlar ne de musteri hizmetlerine ulasiliyor.", negative
"kesinlike uzak durulmasi gereken online kitap satis platformu.sakin ha buradan alisveris yapmak gibi bir hataya dusmeyin hadi dustunuz diyelim  aman he musteri hizmetlerini aramayin; cunku kesinlikle muhatap bulamiyorsunuz.saka yapmiyorum 5-6 kez ortalama 3 dk boyunca ilk sirada beklememe ragmen kimseye ulasamadim. e hadi benim gibi inatciysaniz bi sekilde o musteri hizmetlerine ulasiyorsunuz ve surekli hi. hi.  evet maalesef suan ariza var teknik bi yetersizlik gibi yanitlara maruz kalip inatci ve sinirli oluyorsunuz. gercekten cok yardimci oluyorlar cok.sana bir sey demiyorum kitapyurdu seni kurup yoneten o godomanlara lafim ulan en populer tedarikcisiniz. kabalcisi alkimi boku pusuru sizin elinize bakiyor kurdugunuz siteye ve musteri iliskilerinize bakin bi; ayip be ayip. harbiden ucuz bi site her anlamda ucuz ve kalitesiz.ee o zaman nerden alalim kardesim diyen olursa; tabii ki nadirkitap.com. su ucuzculara gidip psikolojinizi bozacaginiza nadirin ana temsilcisinden istediginizi siparis edin. en gec 3 gun icinde elinizde.", negative
"her zaman yavas geldi. stokta olmayan kitap yuzunden bekletildim. sormasam sonsuza kadar bekletip ellerinde olanlari gondermeyeceklerdi.", negative
"yapilan siparisi icin hemen kredi kartindan gereken ucreti kesmesine ragmen iptal edilen siparisi kredi kartina yatirmadi o kadar da hizli degiller. ustelik geri iade ettik mesaji atmalarina ragmen kredi kartinda en kucuk bir hareketlenme olmamistir. amazon gibi siparis kargoya verildikten ucreti cekemezler mi. olmaz cunku once para. bu zihniyet hizmet=para esitliginde hizmet kismini sildigi icin kaybedenlerdensiniz.", negative
"veritabani bakim ve gelistirme islemleri sebebiyle kisa bir sure hizmet veremeyecektir.", negative
"tasinmak yaramamis. tafsilati anlatmamak icin kendimi zor tutuyorum. du bakalim. maillesme devam ediyor.", negative
"bir seylerin yanlis gittigi site. 20 kasimda vermis oldugum siparisin bugun kargoya verildigini soyleyen bir e-posta aldim. sureci bastan beri takip ediyorum; siparisimdeki kitaplarin tamami 3 gun icinde temin edildigi ve siparis hazirlama suresi 6 gun olarak verildigi halde kitaplarim 19. gun kargoya verildi. bu kitapyurduna vermis oldugum ikinci siparis daha onceki siparisimde de geciktiler dersem yalan soylemis olurum hatirlamiyorum cunku. son siparisimden once burda yazilanlari okumustum. halihazirda okuyor oldugum bir kitap ve o bittikten sonra okuyabilecegim birkac kitabim daha oldugu icin gecikmelerinin cok da umrumda olmayacagini dusunerek siparis verdim. demem o ki; siparislerinizin bir aciliyeti varsa bir kere daha dusunun.", negative
"yurt disi kitap fiyatlari cok pahali. kitabin fiyatini degistirme kargo ne kadarsa ona yansit.", negative
"20 gundur siparislerimi gondermeyen kitap tedarikcisi sitedir. doktora ogrencisiyim ve bana tahattut ettikleri gorevi yerine getiremedikleri icin (ki kitaplari 10 gun once tedarik ettikleri halde) asla ve asla bir daha alisveris yapmayacagim yer. bu olay beni acayip magdur etti. 10 tane okumam gereken kitap 10 gundur ellerinde.", negative
"14 kasimda verdigim siparisimin hala tedarik kismini atlatip dagitima cikamamasindan dolayi kitapla bulusmanin en kolay yolunun bu kadar zor olmamasi lazim kardes seklinde mail attigim ve hala yanit alamadigim site. telefonlara da bakmiyolar. mail mesaj vs yollarini zaten deneyip yanit alamamistim. dukkani kapatip gittiler sanirim. baska aciklama bulamiyorum.", negative
"rahatsizligim sebebiyle 10 gunluk rapor almistim. gunlerce sikilirim evde diye bes tane kitap siparisi verdim buraya. rapor bitti ustunden 15 gun gecti. kitaplar hala gelmedi. deva gibi site canim.", negative
"bu siteyi kesfettigimden beri  d&r dan kitap alamaz oldum. d&rda hemen elim cebime gidiyor  kitapyurdunda kac lira acaba diye bakiyorum. hic kucuk hesap adami degilimdir ama kitapyurdundan toplu alisveris gercekten daha hesapli oluyor.", positive
